title,link,create_time,title_en
“极目”无人机多源影像情报处理软件,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498310&idx=2&sn=9828846028e9a84e95da56548e2daaee&chksm=cfb79d03f8c0141588bb225f2c467f60bc9f090bdcdf4d444658c8f0c79fb901eb6f45563583#rd,2025/9/1 15:59,"""JiMu"" UAV multi-source image intelligence processing software"
朗空人工智能机器眼,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498297&idx=1&sn=e3621b5f972503beb67d3811393fdd19&chksm=cfb79d7cf8c0146a37cbe1928155eb1fdb3214f493a314eb91828065278d20d4580368716362#rd,2025/8/29 14:47,Langkong artificial intelligence machine eye
新型气体传感器技术及装置,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498293&idx=1&sn=7e54c0925190b439a7bf78a75cfc6a19&chksm=cfb79d70f8c0146677e36e42fdc3746fb2455ec3989d608268c97530efb128f28b8f6350f4c6#rd,2025/8/28 15:05,New gas sensor technology and devices
无线电能传输,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498291&idx=1&sn=0f5e42a887b91e59bdc4b7a14821f166&chksm=cfb79d76f8c01460c113539dda49c3c400398fce7e81d682ad917dfc99f1f17e8af25f2a2289#rd,2025/8/27 15:28,wireless power transfer
4D成像毫米波交通路况监测雷达系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498289&idx=1&sn=da76b67b0330a8a80bf11ef3ba1f5453&chksm=cfb79d74f8c01462cd206b0d0379d26f2b8635137e862881290c6e78b789d2485fd40d833bc4#rd,2025/8/26 15:42,4D imaging millimeter wave traffic monitoring radar system
用于无损机械力检测的发光薄膜,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498285&idx=2&sn=83545b8b3a9febdc6fbc5134a7bebecf&chksm=cfb79d68f8c0147e8769d05b8c96e05c4b696c717783823baeb3c388b324b58c807b98814c3d#rd,2025/8/25 16:29,Luminescent films for non-destructive mechanical force testing
融合SERS技术与人工智能的疾病诊断分析系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498272&idx=1&sn=baad1f3db158c8b9833f188056bd9ace&chksm=cfb79d65f8c014738b8967f993b6a8d44b441b31550a232e9b972c132bb19ebce78494a3b65b#rd,2025/8/22 16:08,Disease diagnosis and analysis system integrating SERS technology and artificial intelligence
基于眼底彩照的智能分级系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498268&idx=1&sn=dad86fd6903bf9ff9da9a372c6150783&chksm=cfb79d59f8c0144f5d010ec6ce84573aba400d031bac1d1a36e74587a7c4c66f6e332523cf9d#rd,2025/8/21 16:22,Intelligent grading system based on fundus color photos
肺癌亚型分类及可解释系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498264&idx=2&sn=18aca6d23f5510c8a781cac04f9c9afc&chksm=cfb79d5df8c0144bb40ebb4fee2620fda926fd05a0d75f015dc5e6b71db5e1629cadd79d2216#rd,2025/8/20 15:37,Lung cancer subtype classification and interpretable system
单像素荧光检测仪,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498256&idx=1&sn=4dd8602fc964abde035e23a9354ddfef&chksm=cfb79d55f8c014439fc69072c4c75812e59c596597c927411ec37d11e22062d2b9c7a74f4b9a#rd,2025/8/19 16:51,Single pixel fluorescence detector
创新型CAR-巨噬肿瘤细胞免疫治疗,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498249&idx=1&sn=acaef15519231fbb1156a9638d369a0f&chksm=cfb79d4cf8c0145ac4920235d3f73396a72c26c0665aeafea76cda2fdf5e930a95dde68c8698#rd,2025/8/15 15:52,Innovative CAR-macrophage tumor cell immunotherapy
糖尿病视网膜病变的早期筛查系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498245&idx=1&sn=90c8492c5ddd7b46759767bd0c0b816e&chksm=cfb79d40f8c01456dd00d33e390e8e9950c0ba9d32ca31f289c9559f7aff19c8180dae9bcfdd#rd,2025/8/14 14:24,Early screening system for diabetic retinopathy
便携式智能化高通量细胞分析仪,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498241&idx=1&sn=624a597c78e6d24c9467b90399f74251&chksm=cfb79d44f8c01452b4a83ed9fdf93561a6ec6a46b2d47aa34ae4ff0c846fe5ed508458efffaf#rd,2025/8/13 15:45,Portable intelligent high-throughput cell analyzer
可穿戴式多模态闭环神经调控设备,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498237&idx=1&sn=c3f20400ce859e620369aacda23c1cd1&chksm=cfb79eb8f8c017ae4e32a8723a027d0b524e27245b0f3b6ed8167c5cdcf31a6d6f53ba2254f9#rd,2025/8/12 16:17,Wearable multimodal closed-loop neuromodulation device
中高压SiC大功率器件研制及产业化,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498212&idx=1&sn=5bd064f2e12b95eed4102ae2443a669d&chksm=cfb79ea1f8c017b7e9d8eb0fc700def9d7cea83fca8ef0b81a6f8cdbd73bda5de9b21364997b#rd,2025/8/8 16:17,Development and industrialization of medium and high voltage SiC high power devices
面向新型能源利用的高效稳定钙钛矿光伏和探测器件,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498175&idx=1&sn=5034826104764b3df515022f731a3379&chksm=cfb79efaf8c017ecd0be8b7bd19afbf947f8103518d4782369d87765b1fe8065a9a141ca6c5c#rd,2025/8/5 16:46,Efficient and stable perovskite photovoltaic and detection devices for new energy utilization
硅基氮化镓射频功率器件及关键技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498173&idx=1&sn=445619727dcf36fd2b3cafd91020fc2c&chksm=cfb79ef8f8c017eee3cf845d4226ff39738d128bec6a1befbcf66310cd6c2f237a7a2a66666d#rd,2025/8/4 14:31,GaN-on-silicon RF power devices and key technologies
单光子固态激光雷达芯片与系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498171&idx=1&sn=76a2d2f8b40a39d138aeaff994d44667&chksm=cfb79efef8c017e858a718b8d5f5c43d165d3e7fcb7c16594fd64370507403164f250c560305#rd,2025/8/1 14:58,Single-photon solid-state lidar chips and systems
大尺寸GaN异质外延技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498169&idx=1&sn=16a0c849c08ea581b64ff2fd50522f9d&chksm=cfb79efcf8c017ea205fb2bcf3f36a325eef2b77e8985756ddc74a1d60439566117733cc020a#rd,2025/7/31 16:27,Large-size GaN heteroepitaxial technology
大型装备健康运行监测与数据分析平台,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498165&idx=1&sn=f3aa123ad3ae98030bd58bffab1c8bbb&chksm=cfb79ef0f8c017e69444e5ff81c11ff3cbb7ac3e406520307b5e6d2494ac80d88cec6229fc04#rd,2025/7/30 16:47,Large equipment health operation monitoring and data analysis platform
基于大数据云计算的公路建管系统项目,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498161&idx=2&sn=6521193ceaa34a1336aa9ae7175cd5bc&chksm=cfb79ef4f8c017e2ff3b1201cc047c98d5fec9ddda993d1f48bfd830cb663f0fedfb1dd25416#rd,2025/7/29 17:05,Highway construction and management system project based on big data cloud computing
基于语义智能的网络信息内容生态治理,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498151&idx=1&sn=6b1b612c7b55f872ef241999681c3beb&chksm=cfb79ee2f8c017f4a97938417136fc1f412a9ecc68439de81fe968f3ebb98651fb0afc3fd7a0#rd,2025/7/28 15:51,Ecological governance of network information content based on semantic intelligence
基于细粒度组织的科技创新知识洞察平台,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498147&idx=1&sn=55724e9eb06c2458705c1c01c8b95ca2&chksm=cfb79ee6f8c017f08475a6c8ec8aa67df0fd4b531ba0db392701e92290284051cd789a5ecd86#rd,2025/7/25 17:30,Scientific and technological innovation knowledge insight platform based on fine-grained organization
小型化数字全息显微仪,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498145&idx=1&sn=b2846dfd5067d56e8f28b1862045e4d8&chksm=cfb79ee4f8c017f248ae26e7a26ee17579990d54db81c8e833e581563d537497444dc103725e#rd,2025/7/24 16:38,Miniature digital holographic microscope
微型纳秒激光器,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498141&idx=1&sn=f3ff63fb2b4223f3309238150b50ae82&chksm=cfb79ed8f8c017ceaa7a32a87ea4babbec6d1938e0b07af99b1defc1e34b5258b7b794d47003#rd,2025/7/23 16:11,Micro nanosecond laser
激光光谱智能分析仪,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498137&idx=2&sn=2e0edf09ddfa1e8829f9c5d722e89a3f&chksm=cfb79edcf8c017ca65f6c3edfa5cc2abf3c401215d125f55a0b233318312bbf51149a72bf180#rd,2025/7/22 15:47,Laser Spectrum Intelligent Analyzer
高精度防爆式气体光电检测设备,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498133&idx=2&sn=c4d079081e8e95b394632514123105ae&chksm=cfb79ed0f8c017c6fd154613674d9e9f20ebf15d9572f1309556ca8aad4360892074d6382241#rd,2025/7/21 15:55,High-precision explosion-proof gas photoelectric detection equipment
皮带走廊无人值守系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498123&idx=1&sn=14a3aec466bd68bb4fb54b287e88f60b&chksm=cfb79ecef8c017d86f5b6a44272e222a9c1fe4e21d7906897ca919da560ecd379c09a29f37ef#rd,2025/7/18 15:25,Belt corridor unattended system
传输机皮带光电一体智能无人值守检测装置,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498119&idx=1&sn=c61523f743a27f930c1ad5b2f180b52a&chksm=cfb79ec2f8c017d420954b9e98c900b273e7b7a175e8d0edfc09ca55617b7970f544eaf24e9e#rd,2025/7/17 15:33,Conveyor belt photoelectric integrated intelligent unattended detection device
高功率全固态飞秒激光器,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498115&idx=1&sn=aa7a969d1402455b2dad5505af0163e4&chksm=cfb79ec6f8c017d0672f99a713eba298872bbd3b87665fafc118715d79f62ebd66422f6810a6#rd,2025/7/16 16:06,High-power all-solid-state femtosecond laser
载重10公斤跨介质无人机,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498113&idx=1&sn=53e25f8112ad7d1c640522b28995354a&chksm=cfb79ec4f8c017d2fe3e5e1cb4f6ace74ccab8deb6561609779d4985aa8d087bfd19e276ba16#rd,2025/7/15 17:34,Cross-media drone with a load capacity of 10 kg
用于智能装配与健康监测的多功能柔性传感技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498109&idx=1&sn=21cf8b47d3adc547efeb391686302175&chksm=cfb79e38f8c0172efbf459c30c8776de2a702b5a44755fe11c60122d0a0e133be05d73e7734e#rd,2025/7/14 17:14,Multifunctional flexible sensing technology for smart assembly and health monitoring
外夹式超声波流量计,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498104&idx=1&sn=13ab9fcff2d2ddc6783d82b4980dfd75&chksm=cfb79e3df8c0172b481d851387ffc6c951f654153caea4587009989e4449eeb9b8b37b9fe900#rd,2025/7/11 16:54,External clip-on ultrasonic flow meter
面向喉部康复监测的柔性集成智能感知技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498100&idx=1&sn=2474ef881858ed3d4b536218172fb4d4&chksm=cfb79e31f8c0172708c548983e4c71773bd99404deb8159a6ca08335cd7ab1d495c578900f58#rd,2025/7/10 16:07,Flexible integrated intelligent sensing technology for laryngeal rehabilitation monitoring
光学三维位姿在线监测系统 -DigiAMS,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498062&idx=2&sn=8b88adac1e7becd154850a4c451825dd&chksm=cfb79e0bf8c0171d07ba83000c1409205381d6c40d4f1599048cff7a27501c60d3f2197ee06c#rd,2025/7/8 16:01,Optical three-dimensional pose online monitoring system-DigiAMS
电子皮肤驱动的智能机器人精细触觉技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498011&idx=1&sn=8123ce52d11474d074e0e1a96c8cf2d4&chksm=cfb79e5ef8c017487e5eccc55789795a7f9d935280f7c578c46bb77dc6ea14329a607587072f#rd,2025/7/4 14:55,Electronic skin-driven smart robot fine touch technology
Ka 频段立方星伞状可展开天线,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498009&idx=1&sn=eeafe78fd396b0df6eb0b367f29410ae&chksm=cfb79e5cf8c0174a88129aa579ee5a367f6801268b52fa8060c1832fdc8677603f26456d0d81#rd,2025/7/3 14:51,Ka-band cubesat umbrella-shaped deployable antenna
集成电子快速成型的研发,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498007&idx=1&sn=85fb6422b59c0b717d127291a1e8565d&chksm=cfb79e52f8c01744180e0001e44903291dc0c6e29241f3c791f3d22f436145b0116c8249c819#rd,2025/7/2 16:14,Research and development of integrated electronic rapid prototyping
“智道”- 轨道交通自动巡检机器人系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247498003&idx=1&sn=f7146ea3c52f98008303b5b7577c367e&chksm=cfb79e56f8c0174093df1918a978b813312b3296eb6a8475f2ea578a95511f7468fa7f98a9cb#rd,2025/7/1 16:30,"""Zhidao"" - rail transit automatic inspection robot system"
智能物联网感知与测试,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497998&idx=1&sn=c78043a071f7af1174ada7c4ef0451da&chksm=cfb79e4bf8c0175d1eb4d4b4cd3abc8f3bb5ae8275c19ae5857dca1b3c29b3e31940ca052a47#rd,2025/6/30 15:36,Intelligent IoT sensing and testing
大型环保微波烘干生产线,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497994&idx=1&sn=65a95b53a42b5b7ef1f6e296a5b356d0&chksm=cfb79e4ff8c017596d25cdd2de5a2bfcf4298139e708bb2ff928c011ee93d54bec0afe889013#rd,2025/6/27 16:58,Large environmentally friendly microwave drying production line
面向多源信息融合的电力电缆状态诊断技术及应用,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497992&idx=1&sn=23872e0938acbdeb5565e962a18622f2&chksm=cfb79e4df8c0175b56c8ac0537bed9a5f8da2c9f820242c2362a270dc8a4764d5f66363e12bf#rd,2025/6/26 17:21,Power cable status diagnosis technology and application for multi-source information fusion
高温无霍尔直流电机伺服微驱动器,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497988&idx=2&sn=02ce9487d935b1756e037c9e7a222580&chksm=cfb79e41f8c01757002355233379c5c073fb644645b2b07ac7e82ed8ff92e51410fba0e41e62#rd,2025/6/25 15:42,High temperature Hall-free DC motor servo micro driver
大行程超精密对准装置,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497978&idx=2&sn=14a3ca5611e01c9423434d3972d76221&chksm=cfb79fbff8c016a974e06b23d4cf2a72c3e18d239e07241f56058783547b242fb2b3a355d0fa#rd,2025/6/24 14:06,Large stroke ultra-precision alignment device
面向多源信息融合的电力电缆状态诊断技术及应用,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497963&idx=2&sn=93a032874934c26c2d677bf323f95503&chksm=cfb79faef8c016b8f3584de05b652681dba8c16d3ee7bdc2a706a3d32ee5093943f62242364d#rd,2025/6/23 16:47,Power cable status diagnosis technology and application for multi-source information fusion
谐波阻抗牵引自动测试系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497938&idx=1&sn=58289dbbd98b6eece823b948e12dd6da&chksm=cfb79f97f8c01681282a5de763be8a8d4fc2f764ae33b9492400910f72c8e7d5413f9069c3c7#rd,2025/6/20 15:33,Harmonic impedance traction automatic test system
数字近景摄影测量系统 -DigiCMM,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497936&idx=1&sn=f4d23b65b49506ef72b3f75fac862425&chksm=cfb79f95f8c01683b48f0976123f1c7c3d8e39ad5794fde060fbd3ad33ef23b7dde4497c9834#rd,2025/6/19 15:55,Digital close-range photogrammetry system-DigiCMM
基于 PXIE 接口的小型矢量网络分析仪,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497934&idx=1&sn=c0438b75acef92b2dca05fd147258c08&chksm=cfb79f8bf8c0169daf9fa108922ab1d5d50125f91216b9b0ac6202e7cb6d5da29ef4495f3a3d#rd,2025/6/18 16:31,Small vector network analyzer based on PXIE interface
换热器的研究与设计方法,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497930&idx=1&sn=14796841a106d108e6a2de81c62585f2&chksm=cfb79f8ff8c01699be788a8ee5fa7689840fdecabab0275aef83fe4f7a187652b8c6a06ffddc#rd,2025/6/17 17:06,Heat exchanger research and design methods
工业机器人高保真数字孪生及其故障诊断系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497919&idx=1&sn=bfb31fd614693d06c236abc2f355e7b6&chksm=cfb79ffaf8c016ecf5e4cf5c5c74970371b666b39a045e79f520909a4598fa7fe614c929f722#rd,2025/6/13 18:42,High-fidelity digital twin of industrial robot and its fault diagnosis system
动力电池系统耐久性快速评价技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497915&idx=1&sn=b595f1c545a7ce81b3023dcf930554cc&chksm=cfb79ffef8c016e81f9343508616ce1bfa5b23c9eae8f8d83714fec3b7e3a264722fb4d3496c#rd,2025/6/12 16:16,Power battery system durability rapid evaluation technology
负离子教室护眼灯,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497913&idx=1&sn=26b6e0b358bdf8a245e9ae6b27e972fb&chksm=cfb79ffcf8c016eadbec6038b0b67f8b0e51b968066bb9e2278115e9e1073b7d0ed88f801148#rd,2025/6/11 15:48,Negative ion classroom eye protection lamp
监控与运维系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497909&idx=2&sn=169202827a73a505148d8ee0c05920f6&chksm=cfb79ff0f8c016e6f9c9d95b700d4063dc7302b58f89bdf78b8c9335e544c4fc9d1453b2fe02#rd,2025/6/10 15:19,Monitoring and operation and maintenance system
面向智能无人装备的国产高级综合电子与软件,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497838&idx=1&sn=cca0986e1316cb3fb935044de90fec18&chksm=cfb79f2bf8c0163dbd53ed0b683cf214ae0ccfdc4871fe263dce2585f96f8cd1c82c4b12525d#rd,2025/6/6 16:31,Domestic advanced integrated electronics and software for intelligent unmanned equipment
自主可控输入输出设备关键技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497834&idx=2&sn=18419bf3eb939bd56e3362b53717a366&chksm=cfb79f2ff8c016392fc18fb6ac721653959e19fc3670c3146d7e66fccc7fedb0c4001547a9a8#rd,2025/6/5 17:19,Key technologies for independent controllable input and output equipment
超声波深井侧壁检测设备,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497808&idx=2&sn=f8bda180a898ba8277eb3d0d48686cf1&chksm=cfb79f15f8c01603868add5b6debeebc8c42a500bfb4563eb2d0bb8b4cdf66dece5d1b95d5b4#rd,2025/5/30 16:30,Ultrasonic deep well sidewall inspection equipment
下颌康复远程智能监测系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497801&idx=2&sn=c586990beec0059dd2ca84f1a39e443a&chksm=cfb79f0cf8c0161a79664a22a964124652df3df70698a3fa791b6b883842ae398498720a2b62#rd,2025/5/29 16:13,Mandibular rehabilitation remote intelligent monitoring system
室内移动目标轨迹定位探测雷达传感器,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497794&idx=2&sn=1498b90a75feff650a6244bc1a377165&chksm=cfb79f07f8c01611af686c4afbce09f9872e007f61600a8f2cfb05073322d5ea053d750c1ff9#rd,2025/5/28 17:19,Indoor moving target trajectory positioning detection radar sensor
智慧哨兵系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497785&idx=2&sn=132fd1df85b2a150c218092dc4e1e4f2&chksm=cfb79f7cf8c0166a371aff9d5c1674bb5407b81072c80bd6ff4bba1124f7f49865cf0f19aad8#rd,2025/5/27 15:33,Smart Sentinel System
毫米波雷达目标跟踪和分类技术研究合作项目,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497766&idx=2&sn=b182013762444034859152db3d055df2&chksm=cfb79f63f8c01675d3af89ee180300b4b424904683e5cd4e13d32f5bc074dbed836e0779e4f7#rd,2025/5/23 16:36,Millimeter wave radar target tracking and classification technology research cooperation project
HY 行动 - 低成本三坐标小型监视雷达,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497729&idx=2&sn=f6667ad4afad5375e58d6cbca7fca781&chksm=cfb79f44f8c01652f43aae5cadca2c11450a3aadac7e9681dc137aa72807e821486240eed169#rd,2025/5/22 15:38,Operation HY - low-cost three-coordinate small surveillance radar
智能化对抗决策控制系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497713&idx=2&sn=7a894f283cf2ce3a1a2f1d927077ad67&chksm=cfb790b4f8c019a2f405cfdff42348ad205c5986802e751d7399821864c6d358dc97607729d6#rd,2025/5/20 16:31,Intelligent confrontation decision-making control system
新型电磁波调控理论及天线阵列应用研究,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497705&idx=2&sn=d79def77408ce36106ec3e539ec52761&chksm=cfb790acf8c019ba293836cff748a17760115e6fba987956adb15f5ee449c4ccbc950292896b#rd,2025/5/19 16:18,Research on new electromagnetic wave control theory and antenna array application
高速电路信号 / 电源完整性分析与优化软件,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497680&idx=2&sn=dca6c2e7ceffae456964912c3daad8a9&chksm=cfb79095f8c0198322221a14065c3b3eab988ba78cdad2447a2bf0c8d9dcbfd1face2076723d#rd,2025/5/15 17:34,High-speed circuit signal/power integrity analysis and optimization software
电路原理图 /PCB 图智能化审查系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497675&idx=2&sn=9677a2cbaab93ad0cf0d32ed4adc6538&chksm=cfb7908ef8c019989058bb222188e0cb2ed2ab8ed716101e57faf6181ad050560686818c7373#rd,2025/5/14 16:08,Circuit schematic/PCB diagram intelligent review system
低比吸收率与高头手模效率终端天线,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247497670&idx=1&sn=2f77d1aec4ebe3d41667dd76ce1ab013&chksm=cfb79083f8c01995b008675ed99de16d8fce4e9038f359f2c9bf0d7094358efaf49f4f8fa4d5#rd,2025/5/13 16:02,Low specific absorption rate and high hand mold efficiency terminal antenna
